name,title,original_link,year,month,day,content
네이버,네이버 '소통 서비스'…MZ세대 업고 '고속성장',https://www.ajunews.com/view/20240811133547931,2024,8,11,"11일 정보통신기술(ICT) 업계에 따르면, 네이버의 파리올림픽 오픈톡 중 참여자가 가장 많은 '파리는 지금 대한민국 응원방' 누적 방문자는 지난 주말 570만명을 돌파했다. 이는 재작년 11~12월 카타르 월드컵 기간에 운영한 오픈톡 방문자(278만명)의 2배를 웃도는 수준이다.
네이버 오픈톡은 개설된 방에 들어가거나, 방을 만들어 경기 시 중계를 보며 채팅으로 이야기를 나눌 수 있는 서비스다. 사회관계망서비스(SNS)에 익숙한 MZ세대가 오픈톡을 통한 선수 응원, 경기 일정과 결과 정보 교환 등을 주도했다. 실제로 지난 6월 기준 30대 이하의 오픈톡 월간 활성 이용자(MAU)는 작년 동기보다 75% 급증했다.
라이브 방송을 시청하면서 실시간 채팅으로 소통하는 젊은이들도 늘고 있다. 네이버의 실시간 개인방송 플랫폼 '치지직'은 지난달 기준 전체 사용자의 80% 이상이 1030세대다.
치지직 외에 유튜브, 'SOOP'(아프리카TV) 등 다른 플랫폼에서 활동하는 이들에 대한 팬들 간 소통 역시 주로 네이버 카페에서 이뤄지고 있다. 치지직에서 활발하게 활동하고 있는 양띵(30만 회원), 한동숙(20만 회원)을 비롯해 유튜브와 'SOOP'에서 활동하는 우왁굳, 악어도 각각 65만명, 30만명의 회원을 보유한 네이버 카페를 운영하고 있다.
MZ세대 사이에서 스포츠, 게임, 드라마, 영화 등 다양한 콘텐츠를 시청하면서 실시간으로 소통하는 게 하나의 문화로 자리매김한 셈이다.
사용자 개인의 사용이력·관심사 등을 토대로 맞춤형 콘텐츠를 노출하는 '홈피드'도 인기다.
최수연 네이버 대표는 지난 9일 실적발표 설명회에서 ""네이버 애플리케이션 첫 화면 하단 영역인 홈피드의 일평균 방문자 수는 지난 6월 신고점을 경신했다""며 ""1030세대의 비중이 40%에 육박하는 등 MZ세대 사이에서 특히 두각을 나타내고 있다""고 말했다.
©'5개국어 글로벌 경제신문' 아주경제. 무단전재·재배포 금지"
네이버,"네이버, 동영상 단건씩 팔던 ‘시리즈온’ 접는다",https://n.news.naver.com/mnews/article/023/0003861826?sid=105,2024,10,2,"네이버가 영화·드라마·방송 콘텐츠를 제공하던 ‘시리즈온’ 서비스를 6년 만에 종료한다. 짧은 동영상(숏폼)과 온라인동영상서비스(OTT)가 인기를 끌면서 기존 주문형비디오(VOD) 방식의 콘텐츠가 설자리를 잃었기 때문이다.
2일 네이버에 따르면, 네이버 ‘시리즈온’ 서비스가 오는 12월18일 종료된다. 그동안 시리즈온은 콘텐츠를 단건 구매해 시청하는 VOD 서비스를 제공해왔다. 네이버는 시리즈온 서비스를 종료해도 구매한 콘텐츠를 이용할 수 있도록 보관함 기능을 마련하는 등 후속 조치에 나설 계획이다. 네이버는 홈페이지 공지를 통해 “네이버는 그동안 시리즈온 서비스를 통해 다양한 영화, 방송의 다양한 콘텐츠를 제공했으나 디지털 플랫폼의 시장의 급격한 변화에 따라 아쉽게도 콘텐츠 판매를 종료한다”며 서비스 종료 이유에 대해 밝혔다.
네이버는 시리즈온을 접는 대신 숏폼 서비스 ‘클립’과 스트리밍 서비스 ‘치치직’ 등 신규 서비스에 집중한다는 방침이다. 네이버는 최근 통합검색에 ‘클립 탭’을 추가했다. 네이버 앱으로 검색하면 관련 뉴스, 블로그 등과 함께 숏폼 콘텐츠가 노출되는 것이다. 치지직과 네이버TV, 네이버 지도 등에도 클립을 적용했으며, 숏폼 창작자를 확보하기 위해 올해 하반기 25억원 규모의 혜택을 내걸기도 했다. 또한 주로 게임 콘텐츠를 선보였던 치지직도 버추얼 스트리밍 콘텐츠를 확보하며 서비스 확장에 나서고 있다. 버추얼 스트리밍은 가상의 캐릭터를 진행자로 세운 콘텐츠로, 최근 인기를 끌며 새로운 스트리밍 장르로 인정받고 있다. 네이버는 버추얼 스트리밍을 위한 모션캡처 스튜디오를 올해 안에 열고, 음향과 비디오 등 각종 기술 지원에 나설 계획이다."
네이버,"네이버, 578돌 한글날 기념 캠페인",https://n.news.naver.com/mnews/article/029/0002905881?sid=103,2024,10,1,"#오달지다
긍정적인 경험을 소중히 여기는 한국인의 감정 표현으로 마음이 흡족하게 흐뭇하다
#옴살
사람과 사람의 관계에서 매우 친밀하고 가까운 사이
#발밤발밤
어감이 재미있는 움직이는 모양에 관한 표현으로 한 걸음 한 걸음 천천히 걷는 모양
#사부자기
노동을 중시하면서도 여유로운 삶의 태도를 잃지 않으려는 문화적 특징을 반영하여 별로 힘들이지 않고 가볍게
네이버는 올해 578돌 한글날을 맞아 우리 문화와 생각이 담긴 '우리말'에 주목한 '한글한글 아름답게' 캠페인을 편다고 1일 밝혔다.
올해는 생소하지만 지금 일상생활에서 사용하면 좋을 '숨은 우리말' 20개와 시대가 변하면서 등장한 외국어, 한자어 등을 우리 문화와 생각에 맞춰 '다듬은 우리말' 20개를 아기자기한 그림과 함께 공개했다.
네이버 측은 ""우리말은 우리 문화와 정서를 가장 잘 담고 있는 표현이기에 꾸준히 사용할수록 우리 문화를 지키는 일이며 우리말 환경을 견고하고 풍부하게 만드는 원동력이 된다는 의미를 이번 캠페인에 담았다""며 ""다양한 한글 표현 중 우리말의 소중함을 되짚어 보는데 그 의미가 있다""고 강조했다.
숨은 우리말은 한국문예창작학회, 한글문화연대, 한글학회에서 추천받고 국립국어원의 자문을 받아 함께 선정했다. 숨은 우리말로는 △오달지다 △옴살 △발밤발밤 △사부자기 등 생소하지만 오늘날 일상생활에서도 충분히 사용할 수 있는 20개를 찾았다.
다듬은 우리말은 매일 익숙하게 사용하는 표현이지만 어원을 알고 보면 우리말을 지키려는 노력이 담겨 있는 말이다. 국립국어원과 함께 △바탕화면(데스크톱) △내려받기( 다운로드) △도시락(벤또) △비대면(언택트) 등을 다듬은 우리말로 선정했다. 그밖에 다양한 우리말은 네이버 한글한글 아름답게 누리집에서 찾아볼 수 있다.
우리말에 진심인 장소원 국립국어원장, 나민애 서울대 교수, 가수 윤하와 대한외국인 파비앙이 생각하는 소중한 우리말도 소개했다. 장소원 국립국어원장은 ""우리말에는 우리 민족이 느끼고 생각하며 살아온 우리 문화가 담겨 있기에 요즘 우리말을 어떻게 사용하는지 함께 짚어 보면 좋겠다""라고 강조했다. 파비앙은 ""한국어는 맥락이 중요한 언어라 문화와 역사를 담고 있어 말할 때마다 새로운 나를 발견한다""라고 했다.
네이버는 또 이용자의 의미, 생각, 추억을 간직하고 싶은 우리말도 함께 담는다. 9일 자정까지 참여하기 페이지에서 작성한 우리말 단어는 국립국어원의 검토 과정을 거쳐 10월 중 한글 캠페인 페이지에 공개한다. 더불어 '우리말 소원 인형 만들기' 이벤트로 우리말 지키기에 참여할 수 있다.
네이버 한글 캠페인 관계자는 ""한글 단체에서 제안하고 국립국어원과 선정, 감수한 이번 '우리말 모음'은 우리 문화와 정서, 생각과 감성을 가장 잘 표현할 수 있는 우리말을 이번 캠페인을 통해 한글 기록하고 우리말의 소중함을 환기하는 계기가 되기를 바란다""라고 밝혔다.
한편, 네이버는 2008년부터 매년 색다른 '한글한글 아름답게' 캠페인을 진행해왔다. 네이버에는 한글로 기록된 생각, 감성, 지식, 정보들이 담겨 있는 만큼 책임감을 갖고 한글의 우수성을 대내외적으로 알리기 위해 힘쓰고 있다. 2008년부터 16년간 나눔 글꼴, 마루 부리 글꼴, 클로바 나눔손글씨 등 총 160여 종의 글꼴을 무료 배포해왔고 한글과 한국어 발전에 필요한 활동을 지원하고 있다."
네이버,"네이버, '개인정보 보호의 날' 맞아 인식 제고 캠페인 펼쳐",https://www.thedailypost.kr/news/articleView.html?idxno=106764,2024,9,30,"ㅣ데일리포스트=김정은 기자ㅣ""사회적, 산업적으로 개인정보 보호의 중요성이 대두되고 있는 시기에, ‘개인정보 보호의 날’을 맞아 개인정보에 대한 인식과 관심을 높이고자 이번 캠페인을 마련하게 됐습니다. 네이버는 앞으로도 이용자의 소중한 개인정보를 안전하게 보호하는 한편, 개인정보 보호에 대한 인식과 문화를 확산시키기 위해 지속적으로 노력할 것입니다""(이진규 네이버 개인정보보호책임자)
네이버가 9월 30일 '개인정보 보호의 날'을 맞아, 이용자 개인정보 보호 인식을 제고하기 위한 캠페인을 펼친다.
※ 개인정보 보호의 날: 2021년 개인정보보호법 시행(2011년 9월 30일) 10주년을 기념해, 개인정보 보호 및 처리의 중요성을 알리고자 지정되었으며, 개인정보보호법 전면 개정에 따라 작년부터는 법정기념일로 운영되고 있다.
개인정보 전담 조직을 통해 개인정보의 안전한 보호와 이용자 권리 보장을 위해 다양한 조치를 실행하는 네이버는 올해 캠페인을 통해 이용자들의 개인정보 보호에 대한 참여와 인식을 높이는 한편, 실제 개인정보 보호 실무를 위한 노하우를 전달할 예정이다.
우선 9월 30일부터 2주간 PER 제도를 통해 접수된 의견에 대해 2배로 보상을 지급하는 ‘PER 2X2 이벤트’가 진행된다. ‘PER(Privacy Enhancement Reward)’은 네이버 서비스 이용 중에 발견한 개인정보 보호 관련 취약점이나 개선점을 제보하면, 내부적으로 검토 후 서비스에 반영하고 사례금을 지급하는 제도이며, 2015년 네이버가 국내 최초로 도입했다. 이용자가 개인정보 보호에 직접 참여할 수 있는 대표적인 제도로, PER 제도에 참여를 원하는 이용자는 네이버 프라이버시센터(privacy.naver.com)에서 의견을 접수할 수 있다.
네이버의 공식 개인정보 보호 채널을 구독하면 추첨을 통해 경품을 지급하는 이벤트도 진행된다. 네이버는 국내 기업 최초로 개인정보 보호 전문 블로그를 개설하여 이용자와 활발히 소통하고 있다. 이벤트 참여를 위해서는 네이버의 개인정보 보호 블로그, 페이스북, 네이버TV(‘프라이버시TV’)를 모두 구독하고, 네이버의 개인정보 보호를 응원하는 댓글을 작성하면 된다. 네이버는 구독 및 댓글을 인증한 이용자 중 추첨을 통해 총 30명에게 소정의 경품을 지급할 계획이다.
네이버는 개인정보 보호주간(9월 30일 – 10월 4일) 동안, 개인정보 보호에 대한 인식을 강화하고, 실전 지식과 노하우를 공유하기 위한 ‘개인정보 보호주간 릴레이 특강’ 콘텐츠도 공개할 예정이다. 다양한 이용자를 대상으로, 네이버 개인정보 보호부서의 구성원들이 직접 다양한 주제의 교육을 진행한다.
우선 10월 1일에는 어르신을 위한 안전한 개인정보 보호 수칙을 안내하는 영상이 공개될 예정이다. 이어 스마트스토어 판매자를 위한 개인정보 보호 수칙 안내(2일), 해외 진출을 희망하는 기업을 위한 미국 CCPA(캘리포니아 소비자 프라이버시 보호법) 소개(3일), 수탁자를 위한 개인정보보호법 설명(4일)을 주제로 한 교육 영상이 공개될 예정이다. 교육 영상은 ‘네이버 프라이버시TV(tv.naver.com/privacy)’에서 확인할 수 있다."
네이버,"네이버, 톡톡 통한 판매자 정보 수집 차단…늑장 대응 지적도",https://n.news.naver.com/mnews/article/055/0001193892?sid=102,2024,9,30,"네이버가 최근 스마트스토어 개인판매자와 구매자 간 소통 채널인 '톡톡'을 통한 판매자 개인정보 수집을 차단했습니다.
판매자 개인정보 유출 문제가 1년 전부터 제기된 점을 감안한 조치지만 늑장 대응이라는 지적이 나옵니다.
오늘(30일) 네이버가 국회 과학기술정보방송통신위원회 소속 국민의힘 김장겸 의원에게 제출한 자료 등에 따르면 네이버는 지난 26일 오후 톡톡 URL을 난수화해 크롤링(웹페이지내 데이터 추출)이 어렵게 하고 톡톡 내 네이버 판매자 정보가 노출되지 않도록 조치했습니다.
광고업체들이 네이버 스마트스토어에서 개인정보를 크롤링하는 자동화 프로그램 제공업체로부터 신규 판매자 정보를 구입해 자신들의 마케팅에 활용하는 경우가 늘어나자 개인정보 유출 차단에 나선 것입니다.
일부 광고업체는 네이버 쇼핑 노출 순위를 높여주겠다며 신규 판매자에게 연락해 돈을 받은 뒤 잠적해 문제가 되기도 했습니다.
네이버가 지난주 톡톡을 통한 신규 판매자 개인정보 유출을 차단했지만, 조처가 늦었다는 목소리도 나옵니다.
판매자 개인정보 유출 문제가 1년 전부터 불거졌기 때문입니다.
작년 국정감사에서는 네이버 스마트스토어 판매자가 판매용 상품을 등록하지 않은 채 정보만 등록한 상태에서도 광고업체의 마케팅 전화가 걸려 오는 사례가 여러 건 소개되며 네이버의 개인정보보호법 위반 의혹이 제기되기도 했습니다.
개인정보보호위원회와 한국인터넷진흥원(KISA)은 작년 10월 네이버 스마트스토어 판매자 정보 유출 여부에 대한 점검 기술지원에 나서 프로그램 제공업체들이 네이버 톡톡에 표기된 개인판매자 정보를 수집해 광고업체들에 판매하는 것을 확인했습니다.
이에 네이버는 작년 11월 판매 상품이 등록되지 않으면 외부에서 스마트스토어에 접속되지 않도록 조치한 뒤 올해 9월 톡톡을 통한 정보 수집 제한 조치를 하겠다고 밝혔습니다.
그러면서 네이버는 광고업체 IP(인터넷 프로토콜) 주소 차단 조치에 대해서는 IP주소 변경으로 오남용 행위가 지속 발생함에 따라 탐지·대응에 어려움이 예상된다며 부정적인 반응을 보였습니다.
또, 광고업체 고발에 대해서는 범죄행위가 불명확하고 범죄 혐의가 없는 경우에는 오히려 악영향을 초래할 것이라는 의견을 제출했습니다.
이를 두고 KISA는 26일 작성한 네이버 스마트스토어 개인정보 점검 기술지원 현황에서 크롤링 등 오남용 행위에 대한 네이버의 적극적인 대응 노력이 부족하다고 지적했습니다.
김장겸 의원은 ""네이버는 스마트스토어를 통한 개인정보 유출과 관련해 시스템상 취약점이 확인됐음에도 향후 탐지·대응이 어려워질 수 있다며 소극적으로 대응해오다 국회에서 진행 상황을 알아보기 시작하니 26일 저녁에야 부랴부랴 조치했다""고 지적했습니다.
또 ""네이버를 통한 개인정보 유출 문제가 반복되고 있는데도 이용자 보호 취약점을 개선하는 데에 왜 오랜 시간이 소요되고 있는지, 과연 제대로 조치는 된 것인지 의문""이라고 지적했습니다.
(사진=연합뉴스)"
네이버,네이버 유료 구독형 서비스 '파파고 플러스' 출시,https://www.safetimes.co.kr/news/articleView.html?idxno=219683,2024,9,27,"네이버클라우드는 기존 파파고 서비스에 업무 최적화 기능을 추가한 유료 구독형 서비스 파파고 플러스를 출시했다고 27일 밝혔다.
파파고 플러스는 업무 환경에서 활용도가 높은 이미지 번역과 문서 번역 기능이 강화된 서비스다. 파파고 앱에서만 가능했던 이미지 번역을 PC에서도 지원하며 이미지 내 텍스트·디자인 편집 기능을 제공해 사용자 편의성을 높였다.
또 문서 번역 지원 언어와 PDF,HWP 등 파일의 포맷을 늘려 번역 내용을 자유롭게 수정 후 문서 형식으로 다운로드 할 수 있게 했다.
효율적인 비즈니스 작업을 위해 사용자가 정의한 용어를 번역 결과에 반영하는 용어집 기능도 추가됐다. 여러 팀원이 과정을 공유하고 각자 용어집을 공유할 수 있는 팀 기능도 제공된다.
파파고 플러스는 세 가지 요금제 상품으로 구성돼 있으며 상품에 따라 △이미지·문서 번역 횟수 △이미지 편집 기능 △팀 기능 제공 여부 등에 차별을 두었다. 파파고 플러스는PC·모바일 웹과 PC앱에서 사용할 수 있다."
네이버,"특허청, 네이버와 이커머스 사업자 대상 '지식재산권 실전 가이드' 교육...",https://www.lcnews.co.kr/news/articleView.html?idxno=84928,2024,9,26,"이커머스 지식재산 분쟁 방지 위한 맞춤형 지식재산 교육과정 공동운영
라이센스뉴스 = 김준서 기자 | 특허청(청장 김완기) 국제지식재산연수원이 네이버 교육센터와 함께 지난 25일부터 양 기관의 온라인 교육 사이트인 ‘국가지식재산교육포털’ 및 ‘네이버 비즈니스 스쿨’을 통해 이커머스 사업자를 대상으로 하는 ‘지식 재산권 실전 가이드’ 교육과정을 상시 운영한다고 밝혔다.
이번 교육과정은 특허청과 네이버가 협력하여 개발한 것으로, 네이버 스마트 스토어와 같은 이커머스 플랫폼을 통해 판매를 진행하는 소상공인들이 지식재산권 분쟁에 휘말리지 않고 안정적으로 사업을 영위하는데 도움을 주기 위해 추진됐다.
네이버는 자사의 권리보호센터에 신고된 스마트스토어 상의 분쟁사례를 제공하고, 특허청이 사례들을 분석하여 실효적인 분쟁 예방 및 대응책을 중심으로 내용을 구성했다.
교육과정은 ①다빈도 분쟁유형 ②주요 분쟁영역 ③권리침해 예방 ④자기권리 보호방법의 4 개 차시로 구성됐다. 상표권, 디자인권, 저작권 등 지식재산권의 기본적인 이해뿐 아니라 이커머스 사업에만 적용되는 지식재산권 요소를 집중적으로 다룸으로써 분쟁을 사전에 예방하고, 분쟁발생 시에 적절한 대응을 할 수 있도록 구성하였다.
특허청 임진홍 국제지식재산연수원장은 “이번 교육은 수요자가 원하는 교육을 원하는 플랫폼에서 수강할 수 있도록 하겠다는 적극행정의 취지에서 기획됐다”면서 “앞으로도 민간 분야와 적극 협력해 소상공인들의 지식재산 인식을 제고하고 공정한 시장 질서를 확립하기 위해 노력할 것”이라고 말했다.
이번 교육은 국가지식재산교육포털과 네이버 비즈니스 스쿨에 공동으로 탑재되어 운영되며, 회원가입을 통해 누구나 무료로 수강할 수 있다.
본 기사는 영어, 일본어, 중국어로 볼 수 있습니다.
번역을 원한다면 해당 국가 국기 이모티콘을 클릭하시기 바랍니다.
This news is available in English, Japanese, Chinese and Korean.
For translation please click on the national flag emoticon."
네이버,"네이버-서울대 음성모델 연구 공개, GPT4o처럼 자연스럽게 말한다",https://n.news.naver.com/mnews/article/009/0005370396?sid=105,2024,9,26,"‘대화형 대규모 언어 모델에서의 패럴링귀스틱스 통합 연구’라는 주제다. 해당 모델은 음성 이해 및 합성 능력을 확장하는 대규모 언어 모델(LLM)을 구축하기 위한 새로운 프레임워크다. 이번 프레임워크는 통합 발화 대화 모델(Unified Spoken Dialog Model, USDM)로, 자연스러운 발화 응답을 생성하는 것이 특징이다.
발화 입력에서 자동 음성 인식(ASR)이나 텍스트-음성 변환(TTS) 시스템에 의존하지 않고, 자연 발생하는 운율적 특징을 반영했다. 논문은 “해당 연구는 대화형 음성 모델링에 대한 새로운 가능성을 제시했다”고 주장했다.
성능 평가는 데일리 토크(DailyTalk) 데이터셋을 기반으로 USDM의 성능을 자동 평가 및 인간 평가를 통해 검증했다. 그 결과 USDM은 이전 모델들과 계단식 접근 방식(ASR-TTS 결합)보다 자연스러운 발화 응답을 생성하는 데 뛰어난 성능을 보인 것으로 나타났다. 이는 USDM의 운율 반영 능력과 교차 모달 의미 포착 능력이 실제 대화 상황에서도 효과적으로 작용함을 나타낸다.
연구팀은 “이번 연구에서 개발한 모델의 코드와 체크포인트를 공개할 계획”이라고 밝혔다. 이를 통해 해당 분야의 연구자들이 모델을 사용하고 발전시킬 수 있는 기회를 제공할 것이라고 덧붙였다.
네이버는 이전에 이미지 인식 모델인 하이퍼클로바X(HyperCLOVA X)를 8월에 출시한 바 있으며, 음성 인식 모델 역시 완성된 상태로 보유하고 있다. 다만, 서비스를 출시하기 위해서는 여러 추가 준비와 전략적 결정을 필요로 하여 조금 더 시간이 걸릴 것이라고 밝혔다. 네이버는 이러한 준비 과정을 통해 기술 경쟁력을 차근차근 강화하고 있다.
이 연구는 서울대-네이버 공동 연구 센터에서 시작됐으며, 김희승 서울대 연구원과 네이버 연구자들의 협업으로 이뤄졌다. 특히, 유강민 팀장이 프로젝트를 이끌며 큰 성과를 냈다는 점에서 감사와 축하의 메시지를 전했다.
논문 기여자는 김희승, 서순신, 정경석, 권오성, 김소윤, 김정환, 이재홍, 송은우, 오명우, 하정우, 윤성로, 유강민 등이다. 하정우 네이버클라우드 AI이노베이션센터장 겸 네이버 퓨처AI 센터장은 “이미지 인식 모델인 하이퍼클로바X(HyperCLOVA X)를 8월에 출시한 바 있으며, 음성 인식 모델 역시 완성된 상태로 보유하고 있다”면서 “다만, 서비스를 출시하기 위해서는 여러 추가 준비와 전략적 결정을 필요로 하여 조금 더 시간이 걸릴 것”이라고 설명했다."
네이버,"특허청-네이버, '지식재산권 실전 가이드' 교육과정 개설",https://n.news.naver.com/mnews/article/030/0003242386?sid=102,2024,9,25,"특허청 국제지식재산연수원은 네이버 교육센터와 25일부터 이커머스 사업자를 대상으로 '지식재산권 실전 가이드' 교육과정을 운영한다.
이번 교육과정은 특허청과 네이버가 협력해 개발한 것으로, 양 기관 온라인 교육 사이트 국가지식재산교육포털 및 네이버 비즈니스 스쿨을 통해 진행한다.
네이버 스마트스토어와 같은 이커머스 플랫폼을 통해 판매를 진행하는 소상공인이 지식재산권 분쟁에 휘말리지 않고 안정적으로 사업을 영위하도록 도움을 주기 위해 추진했다.
네이버는 자사 권리보호센터에 신고된 스마트스토어 상 분쟁사례를 제공하고, 특허청이 사례를 분석해 실효적인 분쟁 예방 및 대응책을 중심으로 내용을 구성했다.
교육과정은 다빈도 분쟁유형, 주요 분쟁영역, 권리침해 예방, 자기권리 보호방법 등 4개 차시로 구성했다.
상표권, 디자인권, 저작권 등 지식재산권의 기본 이해뿐 아니라, 이커머스 사업에만 적용되는 지식재산권 요소를 집중 다뤄 분쟁을 사전 예방하고, 분쟁 발생 시 적절한 대응을 할 수 있도록 구성했다.
임진홍 특허청 국제지식재산연수원장은 “수요자가 원하는 교육을 원하는 플랫폼에서 수강할 수 있도록 하겠다는 적극 행정 취지에서 기획됐다”며 “앞으로도 민간 분야와 적극 협력해 소상공인 지식재산 인식을 높이고 공정한 시장 질서를 확립하기 위해 노력하겠다”고 말했다."
네이버,"네이버, AI 기반 초개인화쇼핑 '네이버플러스스토어' 선보인다",https://n.news.naver.com/mnews/article/421/0007794573?sid=105,2024,9,19,"네이버쇼핑→'네이버 가격비교' 리브랜딩
(서울=뉴스1) 김민석 기자 = 네이버(035420)가 인공지능(AI) 기술을 기반으로 개인 맞춤으로 상품을 추천하는 '네이버플러스 스토어 서비스'를 이달 30일 새롭게 선보인다. 이와 함께 네이버쇼핑은 '네이버 가격비교'로 리브랜딩을 단행한다.
최수연 네이버 대표는 2분기 실적발표 콘퍼런스에서 ""기존 최저가 중심의 가격비교에서 나아가 네이버만의 데이터와 AI 기술을 활용한 개인 맞춤형 쇼핑 서비스를 하반기 선보이겠다""고 밝힌 바 있다.
19일 네이버에 따르면 네이버플러스 스토어는 AI 기술을 기반으로 추천·전시를 강화한 서비스로 검색 비교쇼핑 본연의 기능을 유지하는 '네이버 가격비교'와 별도로 운영한다.
네이버플러스 스토어는 가격비교 방식 쇼핑 검색으로는 제공하기 어려웠던 초개인화 홈·카테고리·검색 서비스를 제공한다. 실시간으로 쇼핑 이용객들이 가장 많이 찾는 상품도 발견할 수 있다.
이와 함께 피드 형식으로 제공하는 개인화된 혜택과 추천 기능을 도입해 소비자가 원하는 브랜드와 제품을 쉽게 발견할 수 있도록 할 계획이다.
네이버 관계자는 ""가격비교 서비스의 고도화와 함께 2017년도부터 AI 기술을 활용해 소비자 니즈에 따른 쇼핑 경험을 제공하고 있다""며 ""초개인화 쇼핑 경험을 전면적으로 확대하기 위해 직관적으로 스마트·브랜드 스토어 상품을 탐색할 수 있도록 할 예정""이라고 말했다.
네이버는 신규 서비스를 오픈하면서 네이버 앱 좌측 공간을 활용해 제공해온 쇼핑 공간은 종료할 예정이다.
네이버플러스 스토어 도입 이후에도 네이버 통합 검색 결과는 현재와 동일(네이버 가격 비교 노출)하다. 네이버쇼핑은 네이버 가격비교로 리브랜딩한다.
네이버 가격비교는 카탈로그 비교 기능을 비롯해 소비자가 쇼핑몰, 유사 상품, 수량, 스펙 등을 쉽게 비교·확인할 수 있도록 UI·UX 기술 등을 고도화할 방침이다."
